full_text;Labeling
sebagai kaum yang kaya engga miskin engga dan anak pns terkadang emosi melihat anak kipbidik misi yg seperti ini kalau bisa memenuhi kebutuhan tersier lebih baik beasiswanya itu di berikan ke org yang lebih membutuhkan kami sebagai anak kaum menengah terkadang;Cons
jt mahal anjir hpku beli baru aja cuma jt prinsip anak kip mah kalo ada yang mahal kenapa beli yang murah;Cons
waduhh di kampus gw banyak tuh anak  kip make ipong  ke atas  avvv;Cons
aku anak kip untung kagak yang ada duitnya dipake sama ortu semuaa cokk;Neutral
kebanyakan anak bmkip hpnya iphone cuaksss;Cons
gedeg bgt sama yang suka pukul rata kesalahan orang ya kali semua anak penerima kip dan bidikmisi gitu semua kan gak sebagai penerima aku kesel banget sama kalian yang ngejek kalimat di atas seakanakan penerima gak boleh nyenengin diri sendirinya apa kabar dg penerima lpdp;Pros
km liat anak kip yg hedon cuma beberapa  program ini byk membantu anak yg lain ga semua anak kip begitu temen disekitar ku bener terbantu dgn adanya kip yang perlu diperbaiki atau diperketat itu proses seleksinya dri kampus atau pemerintah agar ga diisi sm org yg mampu;Pros
tp emng anjir beberapa anak kip ada yg suka hedon hedon an pernah banting虏 hp di lantai trs ngomong  tinggal beli lagi lah padahal hp nya baru kaget kalo dia aslinya dapet kip;Cons
di kmps w aja ada yg bm tp buat status umroh sekeluarga  lgsg dicabut itu bmnya yg menggiurkan dr bmkip adalah anak bs dpt uang tambahan uang saku ortu g repot cari duit buat bayar kuliah ortu ada kebanggaan iya ni anak sy kuliah ga bayar gratis malah dpt uang;Cons
boro boro bisa nabung duit buat makan aja kadang susah  ini kok ya aneh anak bidikmisi bisa nabung itu duit yg di tabung datangnya dari mana adk ku anak kip duitnya cukup untuk keperluan dia aja sukur ini gimana bisa nabung kdg heran org kok ya bisa nabung gitu;Cons
bukan ssmbarang anak kip bro;Cons
anak kip tapi hedon banget wkwk;Cons
ga tau banyak anak sma ga lanjut kuliah karena ga punya biaya tapi anak kip malah anak orang yang bisa bayar kuliah ya meskipun ga semua kek anjirlah;Cons
ehm agak gimana ya baru kemarin mahasiswaku  mengundurkan diri krn ga ada biaya anak yatim dan daftar kip ga lolos ip  terpaksa berenti karena beneran g  ada biaya dan akhirnya memutuskan kerja seadanya;Cons
tapi serius setelah tau siapa yg dpt kip di jurusan gua membuat mengangaa kek serius ni anak dapet kip wkwkwk;Cons
eh ternyataa sampe smt  lihat gaya hidupnya anak yg dpet kip nih pada hedon nongki sanasini di cafe beli hp baru dll sedangkan aku uang saku cukup buat makan sekali aja di kampus;Cons
gak bakal jalan juga sistem asrama kayak gitu high maintenance rawan diselewengin liat aja ntar ada aja thread temen kip dikasih fasilitas dll yg gak layak dll  and yes anak kip itu banyak yg pake utk kebutuhan terkecil kdg bahkan dipake utk kebutuhan keluarga;Cons
bener banget gw juga ga terima klo duit kip dipake gitu soalnya gw sendiri anak kip kampus swasta dan waktu gw ngumpulin berkas ada kesalahan format di link google gw di sanksi spp ditiadakan jadi uang kip gw buat bayar kuliah lagi;Cons
aku anak bidikmisi kak untuk  semester dapet  juta buat biaya hidup jujur uang segitu buat aku cuma bisa nutupin biaya kosan aja selama  semester tapi ya setidaknya meringankan beban finansial juga makanya ikut heran jg sih sama anak bmkip yg hedon gini;Cons
case nya agak sama kak kayanya aku pernah baca jg deh di base gt yg nanya pendapat anak kip tp hp nya iphone;Cons
ummmmm itu beda kak biaya pendidikan ga ngalir langsung ke mahasiswa tapi langsung dari pmerintah ke pihak kampus yg ngalir langsung ke anak kip tu yang biaya hidup yg  itupun tiap dom beda beda tergantung umr dari dom tsb cmiiw;Cons
gini amat jadi anak kip udah mati matian ngejer target ipk ehh malah di curigain mulu tuh uang kip dipake hedon boro boro hedon tu uang keluar aja langsung bayar kos nunggak  bulan dah abis uangnya dikk;Pros
mjb bang aku anak kip kuliah di dom ku sekarang itu per semester nya juta dan ini ngaret bgt cairnya;Cons
setuju sih jadi anak kip prodi arsi gaperlu mikir kudu beli laptop puluhan juta spek gahar karena udah dijamin tugasnya bisa cepat kelar tanpa drama laptop kentang semua biaya bahan bahan tugas yg jutaan juga tercukupi jadi tinggal berangkat kuliah doang ngerjain tugas udah;Pros
harusnya selama daftarnya diisi pake data yg valid dan gak bohong orangorang yang gue sebutin di atas gak masalah dong ya harusnya foyafoya meskipun beliaubeliau ini anak bidikmisikip atau hitungannya tetep salah jujur agak bingung sih kalo gue haha;Pros
dikelasku ada anak kip setiap dana cair langsung hedon setiap minggu ke cafe sebenernya ga masalah sih yg jadi masalah adalah dia beban kelompok cafe doang nugas kagak;Cons
di sv ada juga bjir kip salah sasaran  mau gw usut dlu terus lapor tpi masalahnya lapor kemana ya apa yg laporin datanya tetap anonim soalnya si anak kip ini temen deket gw  help;Cons
but seriously yang salah cuma sasarannya tau ga banyak banget lho anak bm atau kip di kampusku yang masih harus ini itu buat sekedar hidup dan kuliah apalagi yang dari daerah jauh rela ga pulkam  tahun;Cons
teruntuk anak kip bidikmisi or so whatever gue tau kalian dari dulu gakpernah ngerasain lifestyle hedonis borjuis yang selalu kalian idamkan but have you ever ngerasa bersalah ngegunain uang yang harusnya buat kebutuhan primer malah buat kebutuhan tersier lo pada;Cons
sebenernya anak kip tuh berapa sih dapetnya temen gw anak kip bisa kebeli motor sama laptop mana tiap kerkom ngajaknya ke cafe kadang juga nraktir gitu tiap ada konser juga ikutan nonton;Cons
demi anak kip malah lebih mampu dr aku halah kopi paling berapa to sekali sekali minum yg hargane k an matane;Cons
kesal bgt coy mentang mentang mama sm bapak gue dua duanya pns gue sm sodara fue dpt ukt tertinggi gk bisa turun jg pdhl yg bayar ukt cm mama gue kasihan jir sdgkan anak kip bisa foya foya wkwkw;Cons
urus harta pegawai dirjen pajak bea cukai dan kemen lainnya ucap anak kip yg bisa nntn konser;Cons
tmn sy yang anak kip belum keluar duit udh minta rekomendasi beli hp apa skrng hpnya;Cons
yang anak kip menuhin kebutuhan aja pas pasan nangis kek gwe kok iso dipake konser;Cons
sebagai kaum menengah hanya bisa nonton keributan sadar kok anak kip lebih mampu dari gue keknya;Cons
no salty sih bhkn dulu malah diajarin kakak虏 beasiswa kip bilg jangan jujur虏 bgt kek astagfirullah gini kali ya jdi anak pns yg pas虏an pdhl gaji ortu dia lebih dari gw walau gw tau ada tunjangan masa tua ortu gw;Cons
adalah pokoknya kenalan cowo dia tajir melintir ortunya punya macem usaha dan karyawannya banyak tapi dengan tebel mukanya pake kip ini awalnya aku gak ngeh dia anak sultan secara penampilan dia lusuh sekali demi terlihat miskin nauzubillah untung blm serius sm gw;Cons
banyak sih kejadian kek gini oknum anak yg bidikmisikip lebih hedon dibanding yg reguler biasa;Cons
gue yg sering liat anak biasa biasa aja susah payah buat makan ngeliat anak kip begini dan berlindung dibalik kan gue nabung juga selama ini emgnya ga boleh gue pake beli ini itu hasil tabungan gue sendiri;Cons
adekku penerima kip uang kip ditabung di ak untuk keperluan mendadak praktikum kuliahnyaaa sedangkan untuk nongki nongki dia ambil freelance tiap weekend jadi gasemua anak kip bisa memenuhi kebutuhan tersier mereka dg uang kip nya xixi;Pros
hehe biasanya aku jg gapernah ikut komen kalo ada yg gini suka aku biarin tp aku lama jg kesel kalo ada yg nyudutin anak kip kek gini kek kita dianggep hedon mulu padahal aslinya beneran butuh   aamiin semoga yg menyalahgunakan bantuan dapat balasan yang setimpal aamiin;Pros
ak jg anak kip pgn nonton konser idol ak tp buat makan sama bayar kos tuh udh pas pasan mau ngumpulin pun paling kepake lagi buat idup semester depan karena nunggu cairnya luamaa;Pros
wkwk anak kip di tmptku banyak yg hedon;Cons
kalo temenku anak kip juga fomo konser cuma dia udah berhenti katanya sakit pinggang wkwk makan tu duit;Cons
lebih ditingkatin lagi sih sebagai anak kip bahkan aku juga ngerasa banyak temen temen kip yang kelihatan hedon banget nggak tau ya aslinya gimana tapi nggak semua banyak juga temenku termasuk aku yang bakal balik dan putus kuliah kalo nggak ada bantuan kip k;Pros
guys kelen yg punya kecurigaan sama anak bidikmisikip bisa banget lho lapor ke pihak yg ngurusin itu kalo digoreng tnpa ditindak lanjutin ya gk ada perubahan;Neutral
di kelas ku aja ternyata banyak anak kip tpi orng mampu dan punya mobil sedangkan teman ku di kelas sebelah ga lolos daftar kip pdhl dia butuh banget sampai kemaren sempat cuti kuliah;Cons
katanya krna di kampus aku yg nerima sedikit kak gk smpe puluhan gtu aku pts btw tmn aku ada yg blng jga katanya klo ptn lebih dikit juga sekitar jt tpi kurang tau juga kata anak kip mereka dpt segitu yg menurut aku gede bgt;Cons
sumpah gue kaget banget liat orang twitter yg kip bisa beli iphone sama nonton konser temenku dulu yg anak kip banyakan emang ga mampu buat hedon trus juga senior yg dapet kip bilang uangnya tuh ga cukup harus irit makanya dia ambil part time di bimbel;Cons
mhsiswa yg apply kip tpi bapaknya wirausaha punya byk toko anak pns;Cons
aku menyebutnya manusia tidak tau diri kok bisa dapet bantuan padahal bisa nonton konser wkwkwk banyak anak di luar sana yg berjuang matian buat makan di hari esok dan kamu bertanya apakah ga boleh penerima kip nonton konser komedi sekali hidupmu;Cons
okee mari mulai dengan tolong jangan mengeneralisir semua penerima kipbidikmisi seperti itu ya tementeman huhu sedih banget kerena ga enak rasanya karena aku tau banyak juga anak bidikmisi yg hidup paspasan dan bertanggung jawab sama bantuan yg diterima;Pros
sumpah cuma pas kuliah doang lo nyadar ada anak mandiri yang lebih melarat dari anak bidikmisikip wkwkwkwk;Cons
lagi rame anak kipbidikmisi tapi nonton konser blackpink sebagai penerima bidikmisi yang kemarin pengen nonton tds  tapi ga bisa karena ga dapet tiket huft aku ingin berkomentar rasanya;Cons
bukan iri ya cuma nih konteks beli iphonekonser kaitannya dengan tujuan pemberian kip itu sendiri apa masalahnya banyak anak lain yg rela menahan diri dari tuntutan kebutuhan wajib nya blm bisa terpenuhi bersusah paya berjuang sampai akhir di akademiknya miris banget;Cons
kmu kip yah mandiri kirain anak kipsoalnya vibesnya anak kip moment ketika anak kip lebih hedonisme di banding mandiri yg masih beban ortu;Cons
temenku anak pns dpt kipk wkwk tp dia dr wilayah t sih bapaknya pengusaha lahannya gede bat pas ditanya knp kip katanya buat tambahtambah uang saku;Cons
yee konser sm iphone kan gak dikit nominalnya sementara target kip tuh buat anak yg bener gak mampu banyak yg salahgunain kip ini aslinya gak bisa dibilang semiskin itu tapi daftar kip ya duitnya pasti buat nananina lah malah yg miskin nanggung kagak dapet;Cons
ya lagian uang kip kan buat anak yang kurang mampu biar bisa lanjut pendidikan malah dipake hal yang lain;Cons
saya termasuk yg gajadi ngajuin kip krna kata bapak mau ngajuin tpi rumah punya motor ada  mau dibilang ada uang tpi gada pdhl dirmh jg yg kerja cuma bapak itu jg gajinya setengah umrklo weekend beliau jualan luar biasanya bapak aku yg kerja untuk anaknya;Cons
betul anak kip di kampusku make ip sedangkan aku sbg middle class pake hp yg udh sering ngelag  tahun ga ganti;Cons
najis gue sma yg kayak gini gue anak kip jujur buat makan aja di irit krna selain uang yg ga cukup gue juga ga enak liat temen yg menengah kebawah ga dapet beasiswa kadang uang kip juga sma gue dipinjemin ke temen yg gbisa bayar ukt;Cons
bener pernah ada dosen yg nanya dikelas kalian yg anak kip dapet berapa mereka jawab  gitu dom gue pihak kampus ga berani main uang kipk jadi kalo uang kipk dari pusat buat daerah masih ada ntar sm pihak kampus kita yg ga ikut kipk disuruh ikut ayo sapa lagi;Cons
sedih juga sih liatnya sbg anak kip yg beneran butuh dan skrg lagi seret buat beli buku dan kos bikin  gemes dah sama orang yg beli tiket konser gini kayak woy;Cons
tmenku anak kip tiap hari jajan shopee mulu;Cons
gw bukan anak kip ya gw middle class;Neutral
kecuali penerima bantuan tersebut dari segi gaya hidup sudah terlihat jelas berasal dari kalangan orang berada mungkin pantas untuk dipertanyakan pengalaman pribadi sih dulu pas smp dan sma ada teman seangkatan yang anak orang kaya dan kendaraannya mobil tetapi punya kip;Cons
gw denger anak kip hpnya ipong aja udh aneh ketambah ini nonton konser kek hahhh waww;Cons
anak kip yang harga hpnya aja diatas juta sudah bikin bingung;Cons
banyak salah sasaran penerima kip ini aku punya kenalan anak kip ganti hp x terakhir beli hp ipon dan ganti laptop x juga kek buset yang reguler cuma bisa geleng kepala lihatnya yang bener butuh malah kagak dapat udah ga heran lagi lihatnya;Cons
temenku ada yg dapet kip dan emang tabungannya ampe  digit entah emang blom dibayarin buat ukt atau uda dibayarin sama emaknya wkwkw tapi untungnya dia ga foya foya gini emang bener dia tabung tapi sebagai anak dg perekonomian middle kebawah jujur iri bosss;Cons
mau sharing aj nih dikit ak ank kip biaya hidup yg dikasih itu paspasan bgt utk  sem blm lagi uang kos yg kdg gabisa dicover ortuku jd ak jga sering heran sih kalo ada anak kip yg bisa healing;Cons
nah iya jd dikasih makan gitu sehari x kaya anak kedinasan gausah dikasih extra money anjir ribetttt toh kip ini kan untuk yg terdesak dana pendidikannya mereka pasti nerima asalkan bisa kuliah dengan aman;Cons
another one is aku anak bongsu bongsu kan kalau rebel je dapat but that is not applicable to me aku kalau rebel makin  teruk keadaan sebabtu bila aku realize on that thing i stop   sebab apa  sebab aku tau i am the problem cuba kau stop rebel kip and see yes it works;Neutral
hello   jika hemat pangkalnya kaya jadilah anak janganlah durhaka ingin kuliah terkendala biaya pendaftaran kip kuliah sudah dibuka;Pros
nie anak daftar kip tp ngapa potong rambur di barber mahal ama hape ipon ama moto nmix;Cons
gw kira awalnya dia ngaku anak kip tp hedon hshs ternyata jokes aja yh;Cons
krn mungkin beliaunya anak orang kaya ataupun kalau nd kaya dpt bantuan misal kip pkh dan sejenisnydisini yg di bahas mrk yg gk kaya gk dpt bantuan mrk harus berjuang matian yg hanya untuk menyekolahkan anak mrk smpai smpsoal jumlh sarjana jelas dong populasi jg naik pesat;Cons
hp ku lemotnya masyaallah tapi aku ga punya uang buat beli hp baru sedangkan temenku yang anak kip waktu uang kip nya cair dia langsung beli hp iri tentu aku bukan manusia suci yang ga bakal iri liat situasi temenku yang katanya miskin tapi gayanya udah kaya okb;Cons
enaknya jadi anak kip aku banding ukt aja ditolak  uang bulanan ga paspasan bahkan lebih gede punya anak kip di tempatku anak kip perbulan dpt  jt dan aku bingung kenapa mereka bisa lolos kip padahal gaya hidupmya hedon;Cons
aku heran sama anak kip ini katanya orang miskin tapi kok ga mau ngerti keuanganku ya  dan kurasa mereka lebih kaya dariku mereka mau beli apaapa gas aja uang kip habis tinggal minta lagi ke orang tua mau beli baju baru bisa banget even though lagi akhir bulan;Cons
gue ga iri sm anak beasiswa or kip or something else tp nih ya anak kip ga mampu kok rmh lu lebih gede punya mobil ngeriiii se yasudah lah gue kuliah ga miskinamat ga kip ga beasiswa gue ya masih bs kuliah alhamdulillah walaupun ukt gue mahal;Cons
njir percayaa kl anak kip hedon wkwk eg rumahnya gede cok holide hp ipon wahhh anak kip gituu life style e melebihi anak reguler hahaha anak reguler yg bayar ukt aja masih sambat kok liat anak kip hidupnya hedon malu sama yg ga mampu beneran cok;Cons
gua anak yang pake kip bisa ke  loh;Cons
padahal sendernya temennya kok ya yg reply pada sok tahu bngt  jd keinget sempet ada keluhan di twitter anak kip beli iphone reponnya pada ceramahin si anak kipnya;Pros
serius nanya berapa uang yg didapetin anak kip k selama  smt deh gue bingung bgt selama ini dapet kip k tapi gak pernah dapet duitnya gtu gue cuma pengen tau aja berapa jumlahnya;Neutral
mau tanya min emang berapa sih biaya keseluruhan yg didapetin anak kip beda虏 kah atau sama rata ya;Neutral
anak kip dana nya abis turun langsung maen hedon ngopi di coffee shop mahal bandarlampung meanwhile gw sm malika bayar ukt full ngopi di embung unila digigitin semut bajingan;Cons
penerima beasiswa kip kuliah uin arraniry diberi pembinaan;Neutral
kip kuliah pengganti angkatan     berkenan dengan peraturan sekretaris jenderal kementerian pendidikan kebudayaan riset dan teknologi nomor nomor  tahun  tentang petujuk pelaksanaan program indonesia pintar pendidikan tinggi point h tentang usulan penerima;Cons
kamu typo ya aku bukan penerima kip sama batchku emg ada orang yang bermasalah jadi ya kena imbasnya;Neutral
bantuan biaya pendidikan uang kuliah tunggal  pemerintah indonesia melalui menteri pendidikan kebudayaan riset dan teknologi membuka pendaftaran bantuan biaya pendidikan yang ditujukan bagi mahasiswa aktif bukan penerima kip kuliah bidikmisi serta kondisi keuangannya;Pros
from maba to kating penerima kipk  message kak mau tanya kalo semester  itu kip biasanya cair bulan apa ya kak;Neutral
kemenag penerima kip harus memiliki komitmen kebangsaan yang kuat;Pros
bkn penerima kip tp tmn aku banyak mereka bilang cairnya setiap awal semester baru contoh semester depan kan masuknya pertengahan februari berarti cairnya akhir februari awla maret cmiiw;Neutral
usu pengumuman penerima kip yang susulan udah keluar belum si;Neutral
halo sahabat  mohon maaf atas ketidaknyamanannya untuk perihal penerima program kip kuliah merupakan jenis rekening tabunganku apabila yg dimaksud aktivasi livin by mandiri maka bisa menggunakan data pada mandiri kartu debit dari rekening tabunganku ya   apabila;Neutral
berarti memang harus ada wadah khusus untuk melaporkan penerima kip yg salah sasaran;Cons
hp kan emang kebutuhan kuliah lo pikir yg miskin penerima kip itu gaboleh punya hp;Pros
lo kira tempat pengaduan berguna kalo kesadaran diri aja kurang gimana mau ngadu ke tempat pengaduan konteks menfess juga dari kaum medioker yang engap bayar ukt kuliah sedangkan kalian penerima kip dengan gampangnya gunain uang kip buat hal yang dimana beli hp andro juga;Cons
tadi sempet nyari info dapet nya unair semua tapi jurusan nya beda ada sosio kedokteran sama bio info lain dia penerima kip dan salah satu korlap di acara unair;Neutral
kip kuliah dapat dicabut ditarik atau dibatalkan jika penerima melanggar ketentuan yang ditetapkan kemendikbud ristek;Pros
kuota kip kuliah kurang warek untad sebut ada mahasiswa yang putus kuliah  kuota penerima kip kuliah di universitas tadulako masih kurang wakil rektor untad pun ungkap data ini  gt gt    via;Cons
begini potret mahasiswa penerima kip kuliah saat praktik di fk untad  universitas tadulako terima banyak mahasiswa melalui jalur kip kuliah salah satu penerimanya adalah mahasiswa berprestasi asal fakultas kedokteran  gt gt    via;Pros
penerima kip kuliah pakai iphone ini kata kemendikbud halaman;Cons
yg jadi garis bawah lagi penerima kip kok user iphone sedangkan iphone dianggap miliki nilai tinggi sebenarnya juga udh rahasia publik juga;Cons
kemarin habis negur penerima beasiswa kip k pakai iphone terbaru bagi aku ga ada masalah kalian mau pake barang apa yg jadi garis bawah kip adalah beasiswa untuk mahasiswa yg kurang mampu secara ekonomi dan punya potensi akademik;Cons
ramai polemik penerima kip kuliah pakai ponsel mewah ini tanggapan kemendikbud;Cons
hati amin rais syndrome contoh penerima bantuan pkh kip dan kartu subsidi lain itu gampang ditekan klu ndak nyoblos arahan tak terima maka pasti ndak milih amin honorer yg diangkat pk klu ndak tusuk arahan sk tertunda begitu jg kades dana desa tertahan kli ndak ikut;Neutral
hai sobat unas  ada pengumuman nih berikut nama nama penerima beasiswa kip kuliah    semoga penerima beasiswa bisa terus berprestasi dan mengukir nama baik universitas nasional ya;Pros
cara cek pengumuman penerima kip kuliah skema  unej  cek daftar nama peserta yang lolos seleksi;Neutral
nesa misi kakakkakak dan temanteman sekalian kalian yang penerima kip ada yang pernah ikut km kampus mengajar nggak mau tanya dong untuk yang penerima kip itu biaya kehidupan seharihari kip juga cair atau hanya biaya untuk ukt saja ya yang cair terimakasih  cont;Neutral
dan jg mba highlight kendaraan doang sedangkan yg gue jelasin sebelumnya bukan cuma kendaraan dilihat dari aspek itu aja udah jelas kan ada yang lebih ga mampu dr si penerima td trs kenapa bukan yang lebih ga mampu itu diprioritaskan dapet kip ini pertanyaannya;Cons
kalo bisa beli iphone seri termurah skalipun berarti harusnya gak masuk kategori penerima kip dong;Pros
usu pengumuman penerima kip itu udah termasuk yang kuota tambahan atau engga;Neutral
engga tapi menurut saya kalo anda miskin ya penuhin dulu kebutuhan primer anda kan hp bagus kebutuhan sekunder mau merk apapun kalo hp lu kalo itu seharga umr ya ga etis bro apalagi kalo lo penerima kip yang mana itu untuk orang miskin;Cons
temen w penerima kip bisa holiday ke bali sedangkan kita yg non kip boro mikir liburan buat bayar ukt aja puyeng duit darimana wkwkwk;Cons
gini ya cinta perlu diketahui biasanya ipk untuk penerima kip kuliah minimal  namun ada juga universitas yang mensyaratkan bahwa ipk untuk penerima kip kuliah minimal  maka dari itu聽bagi mahasiswa penerima kip kuliah harus mempertahankan atau meningkatkan ipk nya;Pros
orangorang penerima kip lagian uang sakunya ga ckup buat seharihari makanya kerja tiap orang lagian punya lifestyle yg bedabeda tp kalo standarisasi nya cuman garagara iphone brrti otak lo sempit karna kalo lo searching hp andro juga ada yg lebih dari iphone tp karena;Pros
wkwkwk kirain cuma di daerah gw aja penerima kip tapi rumah gedong tingkat dua anjjj;Cons
engga ada larangan sebenernya ini soal persepsi saja coz ip harganya yg relatif mahal  dikaitkan dengan gaya hidup mewah yg dianggap tdk sesuai sm kondiisi ekonom penerima kip  juga kepemilikan iphone bukan indikator buat mengukur kemampuan ekonom seseorang;Pros
di sekitar aku bnyk jg tmn yg make ip  keatas pdhl dia ank kip k trs mlh angktn d bwh aku ada yg pake mobil brngkt ke kampus malah daftar kip k juga lucu emg disaat bnyk tmn aku yg putus kuliah krna g dpt kip k malah manusia g tau diri penerima kip k dgn seenaknya foya;Cons
banyaaakkk temen aku juga pake ip penerima kip padahal wkwk;Cons
sebenarnya kalau penerima kip pakai iphone menurut ku gpp sih karena mungkin diaa nabung biar bisa beli hp karena aku punya teman yang kayak gituu dia nabung untuk beli hp ituu tapi aku lebih kesal kalau penerima kip itu orang yang sebenarnya mampu faham gakk sihh;Pros
klo gk salah di kip nanti uang saku sama yg buat bayar kuliah itu dibedain konteks kmu belinya pakai uang saku tpi di konteks aku udh punya hpnya sebelum dpet kip uang saku kan emg dipakai buat kebutuhan penerima klo misalkan kebutuhan emg engga banyak katakan gaji ortu;Neutral
gak boleh iphone itu masuknya barang mewah bukan kebutuhan pokok kalau pembelaannya emang salah penerima kip nabung buat beli iphone little did you know menabung itu privilege orang gak mampu mana mikir nabung apalagi buat iphone yang ada dipikiran mereka ya;Cons
penerima kip setahu gue gak di perbolehkan kerja sebenernya;Cons
sebenarnya penerima kip itu gak boleh kerja;Cons
kalo ketutupan sama yang glamor berarti emang jumlah penerima kip yang glamour lebih banyak dong ya daripada yang dapet kip karena bener bener butuh;Cons
itu kip k angkatan  ke atas ya yg masi ada sisa uang kipnya sbg penerima kip  kbulan hidup di jabodetabek mnrtku ngepass buanget yaa wkwkwk boro beli ip beli skincare komplit aja harus mikir x ikut event yg bercuan baru bisa jajan lebih wkwk;Cons
lebih ke sadar diri aja sih banyak penerima kip lain yang nabung uang saku kip buat modal di masa depan;Pros
gais kalo kamjar tp aku penerima kip dapet gaji ga dari kamjarnya itu;Neutral
dwi kartiko adalah mahasiswa penerima kip kuliah merdeka yang semasa sekolahnya menerima bantuan pip karena berprestasi pada bidang seni  keterbatasan ekonomi tidak membuat dwi menjadi pribadi yang mudah menyerah sebaliknya dwi menjadi pribadi yang kreatif dan;Pros
advo insight undangan mahasiswa penerima kip kuliah merdeka angkatan  dan   halo keluarga sosiologi  berikut terdapat informasi mengenai undangan pembinaan mahasiswa penerima kip kuliah;Neutral
dear adikadik penerima kip kuliah bidikmisi   di kampus kalian dana tsb ada potongan liar dari pihak kampus ngak;Neutral
ptn ptn penetapan penerima kip kuliah terakhir kapan ya gais untuk pembuatan akun terakhir  oktober ini untuk penetapan sama juga kah btw aku dari pts;Neutral
ptn penetapan penerima kip kuliah terakhir kapan ya gais untuk pembuatan akun terakhir  oktober ini untuk penetapan sama juga kah btw aku dari pts;Neutral
bodohin goblokin hina org merendahkan org ternyata emang ciri khas pendukung   lagian napa keras bgt gt y g akan merubah apa penerima bansos kis kip g mainan x;Pros
halo sahabat psikologi   berikut ini merupakan informasi terkait undangan mahasiswa penerima kip kuliah merdeka angkatan  dan;Neutral
universitas dayanu ikhsanuddin melalui bagian kemahasiswaan menyelenggarakan kegiatan monitoring dan supervisi mahasiawa penerima program kartu indonesia pintar kip kuliah tahun  di aula gedung baruga la ode malim unidayan hari jumat  oktober;Neutral
uin smh banten minta orang tua mahasiswa penerima kip terus berikan motivasi;Pros
apa emg semua penerima kip sistem dari kampus kaya gini semua  mohon penjelasannya;Neutral
penerima kip kuliah wajib tahu ada aturan terbaru kemendikbud ristek sangat penting simak;Neutral
cara cek pengumuman final penerima beasiswa kip kuliah iain madura  akses link berikut;Neutral
ptn haloo temen mau nanya kegiatan survei ke rumah calon penerima kip k itu biasanya ngapain aja yaa btw kemarin aku udah wawancara di kampus;Neutral
katanyaa semua penerima kip itu uktnya disamaratakan jadi rp   kaya kenapa harus dipotong gitu coba mana banyak bgt lagi potongannya pdhl golongan ukt dikampus itu cuma ada      dan;Neutral
apa yah pokoknya kip sma itu udah pasti penerima kip dan wujudnya nyata kartu kalo kip dari web kemendikbud itu kita cuma dikasih nomor nya aja;Neutral
dapet kip ini kan dianggapnya kurang mampu terus si penerima kip menikah dan diem aja gak laporan kalo udah nikah ini si suami juga gak mampu bayarin kuliah apa gimana;Cons
semoga terpilihnlagi biar penerima kip kuliah semakin banyak aamin;Pros
pagi ini acara di kampus itl trisakti jakarta stmt trisakti aku akan bicara ttg testimoni penerima kip kuliah di dpn bp   semoga terinspirasi;Pros
mungkin dia di sisi positifnya nilai akademiknya baik nderr dan mumpunii soalnya faktor utama buat penerima kipk emg dilihat dr akademiknya tp dia gabisa memposisikan dg baik beasiswa kip;Pros
sebagai orang yang ada di ditengahtengah pengen nangis liat kenyataan beberapa orang penerima kip pada gimana;Cons
siswa kelas  smamasmk yang ingin ikut snbp  dengan kip kuliah ini info  ptn penerima kip kuliah terbanyak;Neutral
pasca temuan penyaluran kip kuliah ke mahasiswa tidak aktif oleh bpk kini seluruh data mahasiswa penerima kip wajib masuk data pddikti;Pros
penerima kip ini perlu kerja lagi biar bisa idup;Pros
cara cek pengumuman calon penerima beasiswa kip kuliah iain madura  klik link berikut;Neutral
top  tekno berita hari ini sekolah lima hari di kediri akan dievaluasi data penerima kip;Neutral
puslapdik kemendikbudristek data penerima kip kuliah wajib tercatat di pddikti;Neutral
from maba to kating penerima kipk  message kak dulu pas maba kip cairnya bulan apa ya kak;Neutral
ide program kerja cawapres free inul fista  jambulan untuk penerima kip plus;Neutral
wahai seluruh penerima kip kuliah di indonesia ada info penting buat anda wajib tahu simak;Neutral
jir kayak penerima kip banget suka salah sasaran ups;Cons
wkwkwk coba di indo bang penerima kip tapi rumah bagus punya motor dan mobil aowkwowk;Cons
coming soon students capacity development program scdp tahun   dalam rangka menyambut mahasiswa baru penerima kip kuliah um formadiksi um akan menyelenggarakan kegiatan scdp tahun    forum mahasiswa bidikmisi dan kip kuliah universitas negeri malang;Neutral
klo mahasiswa penerima kip yg cerdas seharusnya dia mggunakan dana kip utk kebutuhan yg lebih penting dbanding utk gaya hidup yg hedon;Cons
bhabinkamtibmas  polsek firdaus aiptu jh  desa sei rampah di ktr bri monitor serta mengamankan penerima bantuan kip kartu indonesia pintar;Neutral
sementara itu pertemuan dgn orang tua mahasiswa penerima kip di desa sinarsari kecamatan dramaga diikuti oleh puluhan peserta kalau ada program serupa melalui jaring aspirasi tentu sangat membantu bagi siswa yg ingin melanjutkan kuliah;Pros
pada pertemua dengan orang tua mahasiswa penerima kip universitas ibnu khaldun habib fahmy berharap penerima program dapat menyelesaikan studi tepat waktu   jika ada kesempatan dalam melanjutkan studi ke jenjang berikutnya ungkap habib fahmy dalam paparannya;Neutral
berikut  kampus swasta ternama penerima kip kuliah  kamu bisa cek di sini;Neutral
bagi pengelola perguruan tinggi apabila saat melakukan proses penetapan dan pencairan kip kuliah mahasiswa baru tahun  gagal maka segera laporkan data mahasiswa baru penerima kip kuliah tahun  ke pddikti;Pros
